F1,F2,F3,F4,F5,F6,is_genuine
1.6467667585418564,0.7471027582630043,2.4016854515056703,3.1817193219095783,0.2893551717861861,-0.004021878595495184,True
-2.0192492532850412,-2.2068782499513415,-1.0022684224644627,0.0740196318104377,0.035958781238066194,-0.47449320565770975,True
-0.968171542994887,2.61985102993349,1.197422937150308,-0.928637881110403,-0.834912181870998,0.1989402466876264,True
-1.3756896513492445,-1.8181471619936316,0.6498995457854159,0.8322540951680923,0.7980665118370647,-0.22339434338464734,True
0.15115766890212762,-0.5671969033192144,0.8517207151784807,-1.7818654077205665,1.188450746174181,-0.2948038584994096,True
-0.6951777574691448,0.42730348310455946,-0.8671274931401468,0.8204669374249574,-0.5862589962433252,-0.0984835333502097,True
0.177251334344507,1.302537740734067,0.00027342773843669045,-0.5340238774881608,0.15085023984234194,0.30260140378021894,True
-1.1508124022538435,-0.38275900756316267,-0.381292464378862,1.0884776450452682,-0.08792227299591938,-0.3122461793753834,True
-0.8530168300860436,1.443234433697837,-0.6863992209845201,-0.9062400168883115,0.3680688672795173,-0.22720533517340133,True
-0.5958133647912619,1.7429178331016988,-0.3228996182847688,0.11800415562377872,0.8417131676817522,0.34048811429278225,True
-1.494422711997211,-0.2076704538140196,0.8749949448262184,-0.5337349291206412,1.289553594367753,-0.7703878960114098,True
0.2688077360928614,0.3225163769384744,1.7570194524995495,0.10127028229514337,1.3167240208281328,-0.12223747154032603,True
-1.7529907629964143,-0.4513221091455155,0.2952654354477684,-0.8106943304308074,-0.4644457801358072,-0.025740106757086757,True
-0.20123697285812062,1.0448798049857881,0.7519353732057243,-1.0330430907177752,0.9150855951396706,0.9891470970121897,True
-1.3633616822880654,0.19623351005749895,-0.09899633897520918,0.35035237872034264,-0.35324408720412703,-0.10895392391682293,True
-1.202582937242478,-0.8469199086161054,0.47693851117075636,0.38926312550280356,-1.0709975904683766,-0.08400149081834297,True
-0.9287508337234098,-1.8827849996563673,1.6853747113795385,0.3284883700614193,-0.49094865211003674,-0.4489545215750262,True
0.13858997751676888,0.05940420055063886,1.4478680623892994,-1.5827355623836517,0.44253215688173797,0.5003522071501278,True
-0.8355725232831636,1.6317387658427498,-0.8978368163859642,0.4565007551112416,1.22338282307499,0.09344209510522342,True
-1.5303635856409403,-0.7887411463795273,-0.5535429085580778,-1.8922776984951233,-0.5589338405250412,0.4266891285276039,True
-1.5251048753221919,-0.24577585695754628,0.20026753774509684,0.7893957606021846,0.41952175141622655,-0.0577903383787456,True
-1.499729143724581,-0.8831152624552214,-0.41976156434888134,0.040852214614358555,-1.1941382016171103,-0.6011328806521677,True
-1.2915757155305956,0.36178312085256054,0.1636288494455695,-0.02128384245278398,-0.5537389150465223,-0.7261862849507597,True
-2.080461115652004,1.7389755289362627,-0.6118465631089449,-0.6289770198963632,0.6727019289584467,-0.5147874067200118,True
-0.9773382365900424,0.5795329128068414,-0.9394702768114873,-0.019969431297966894,0.39136938246564557,0.3170255192002298,True
-2.304145013353572,-0.13350600497530202,-0.5295261571467127,-0.8549254024162889,-1.0302570549028103,0.3018381535667401,True
